ClassA 	ClassB 	PathID 	PathName 	Gene
Metabolism	Carbohydrate metabolism	00052	Galactose metabolism	K01785,K00849,K00965,K01784,K17716,K00963,K01835,K15778,K15779,K00844,K12407,K00845,K01084,K01190,K12111,K12112,K12308,K12309,K01229,K00704,K07966,K07967,K12447,K01854,K18819,K06617,K01189,K07406,K07407,K00011,K02773,K02774,K02775,K00094,K00917,K00850,K16370,K21071,K01635,K08302,K16371,K00035,K18124,K18125,K04618,K01684,K05308,K11395,K18127,K00883,K18126,K01631,K01819,K01220,K02786,K02787,K02788,K01193,K06611,K12047,K01187,K12316,K12317,K01182,K01203,K02744,K02745,K02746,K02747,K02079,K02080,K10984,K10985,K10986
Metabolism	Carbohydrate metabolism	00053	Ascorbate and aldarate metabolism	K00012,K12447,K16190,K00699,K00469,K01053,K00103,K10046,K14190,K10047,K18649,K00064,K17744,K00225,K19642,K02821,K02822,K03475,K03476,K03078,K03079,K03077,K08232,K00423,K00434,K08092,K00880,K00128,K14085,K00149,K01706,K01630,K13873,K19660,K13874,K13875,K13876,K13877,K19588,K01707,K01708,K20023,K18981,K18982,K18983
Metabolism	Carbohydrate metabolism	00500	Starch and sucrose metabolism	K02808,K02809,K02810,K01193,K00696,K07024,K00695,K12047,K01187,K12316,K12317,K01203,K20811,K00692,K18775,K01212,K05341,K00689,K00690,K00963,K01513,K00706,K01199,K19891,K19892,K19893,K01210,K01188,K05349,K05350,K00694,K01179,K19357,K01225,K19668,K00702,K02759,K02760,K02761,K01222,K01223,K00978,K00975,K18447,K00703,K13679,K20812,K00693,K00750,K16150,K16153,K00700,K16149,K00688,K01196,K02438,K01200,K01176,K07405,K05343,K01177,K05992,K01208,K01178,K01182,K05988,K00705,K16146,K16147,K16148,K00691,K01838,K02777,K02790,K02791,K20107,K20108,K02749,K02750,K06896,K01232,K00701,K01214,K06044,K01236,K13057,K00697,K01087,K16055,K01194,K05342,K02817,K02818,K02819,K01226,K01835,K15778,K15779,K00844,K12407,K00845,K01084,K11809,K01810,K06859,K13810,K15916,K00847
Metabolism	Carbohydrate metabolism	00520	Amino sugar and nucleotide sugar metabolism	K01183,K20547,K13381,K01207,K12373,K01452,K01233,K15855,K18675,K02777,K11191,K11192,K07102,K00992,K07106,K02802,K02803,K02804,K00884,K01836,K00972,K04042,K11528,K12409,K08068,K00885,K13967,K01787,K01788,K05304,K01097,K01654,K01639,K00983,K08080,K00326,K00698,K01791,K02472,K13015,K13016,K13020,K13017,K13018,K13019,K02473,K02474,K00790,K00075,K15894,K15895,K15896,K15897,K15898,K15899,K15912,K15910,K15913,K18429,K18430,K18431,K02763,K02764,K02765,K00844,K18676,K03431,K01443,K00621,K00847,K02564,K00820,K12446,K12447,K13379,K01209,K15921,K20844,K00770,K01198,K15920,K12448,K16190,K10011,K07806,K10012,K13014,K08678,K12449,K02778,K02779,K02790,K02791,K20116,K20117,K20118,K00845,K12407,K00886,K01810,K06859,K13810,K15916,K01835,K15778,K15779,K00963,K12450,K12451,K00012,K06118,K00849,K00965,K01784,K01854,K17716,K08679,K18677,K13648,K02793,K02794,K02795,K02796,K17497,K01840,K16881,K00966,K00971,K16011,K01711,K15856,K13010,K17939,K01809,K10046,K00066,K05305,K00976,K02377,K00978,K01709,K12452,K00523,K12453,K12454,K12455,K19632,K15857,K15858,K00975
Metabolism	Carbohydrate metabolism	00620	Pyruvate metabolism	K01895,K00169,K00170,K00172,K00171,K03737,K00174,K00175,K00163,K00161,K00162,K00627,K00382,K13997,K00656,K00132,K04072,K04073,K18366,K04021,K00925,K00625,K13788,K15024,K04020,K00873,K12406,K11262,K01946,K01962,K02160,K01961,K01963,K11263,K18472,K01512,K00128,K14085,K00149,K00138,K01067,K18118,K01026,K01905,K00158,K00101,K00016,K00156,K00467,K03777,K03778,K00102,K17741,K07248,K19266,K01759,K01069,K05523,K18881,K00049,K12972,K00027,K00028,K00029,K01571,K01572,K01573,K01003,K01958,K01959,K01960,K00025,K00026,K00024,K00051,K00116,K01676,K01677,K01678,K01679,K00244,K00245,K00246,K00247,K01595,K01596,K20370,K01610,K01006,K01007,K01638,K00626,K01649,K01655,K02594,K10977
Metabolism	Carbohydrate metabolism	00630	Glyoxylate and dicarboxylate metabolism	K01637,K01638,K00025,K00026,K00024,K01647,K01681,K01682,K08692,K14067,K00626,K00023,K17865,K14446,K05606,K14447,K14448,K14449,K08691,K14451,K01965,K01966,K11263,K18472,K19312,K01964,K15036,K15037,K01847,K01849,K01848,K11942,K19268,K01846,K04835,K19280,K19281,K19282,K11517,K00104,K11472,K11473,K03781,K00049,K18121,K19269,K01091,K01601,K01602,K00830,K14272,K00284,K01915,K00600,K00281,K00282,K00283,K00605,K00382,K02437,K01608,K01816,K00042,K00865,K11529,K15918,K00015,K00018,K15893,K15919,K00050,K12972,K07248,K00048,K03779,K03780,K07246,K01625,K18123,K01569,K00122,K00125,K00126,K00123,K00124,K00127,K01432,K14263,K07130,K01433,K01450,K01455,K03418,K01458,K01577
Metabolism	Carbohydrate metabolism	00640	Propanoate metabolism	K01895,K01908,K01026,K01905,K00925,K00932,K19697,K00625,K13788,K15024,K13923,K00166,K00167,K11381,K09699,K00382,K00169,K00170,K00172,K00171,K00656,K00249,K19745,K20143,K20626,K20627,K01692,K01825,K01782,K07515,K07514,K07511,K05605,K11262,K01946,K01962,K02160,K01961,K01963,K11263,K18472,K19312,K01964,K15036,K15037,K01578,K03416,K17489,K17490,K14468,K00823,K07250,K13524,K00822,K01965,K01966,K18426,K11264,K05606,K01847,K01849,K01848,K11942,K01899,K01900,K01903,K01902,K00140,K01659,K01720,K20455,K09788,K01682,K03417,K00016,K00626,K01034,K01035,K19709,K01574,K18223,K18224,K18226,K18225,K18382,K18369,K18370,K18371,K18372,K01734,K08325,K18471,K00005,K17741,K00048,K01699,K13919,K13920,K00086,K13921,K13922
Metabolism	Carbohydrate metabolism	00650	Butanoate metabolism	K00626,K00074,K00022,K07516,K01825,K01782,K01692,K01715,K07515,K07514,K07511,K00248,K00209,K17829,K01034,K01035,K19709,K01896,K00929,K00634,K00132,K04072,K04073,K18366,K00100,K21317,K21318,K21319,K21320,K21321,K21322,K17865,K03821,K05973,K00023,K01615,K01039,K01040,K00109,K07246,K01799,K00239,K00240,K00241,K00242,K18859,K18860,K00244,K00245,K00246,K00247,K01580,K00823,K14268,K07250,K13524,K16871,K00135,K00139,K17761,K08324,K18118,K18119,K18120,K00043,K08318,K18121,K18122,K14534,K00656,K00169,K00170,K00172,K00171,K03737,K00174,K00175,K01641,K01640,K01027,K01028,K01029,K01907,K00019,K07518,K01652,K01653,K11258,K01575,K00004,K03366,K18009
Metabolism	Carbohydrate metabolism	00660	C5-Branched dibasic acid metabolism	K01652,K01653,K11258,K01575,K17724,K18288,K18289,K01903,K01902,K18290,K18291,K18292,K14471,K14472,K04835,K19268,K01846,K08691,K19281,K14449,K10218,K09011,K01703,K01704,K00052
Metabolism	Energy metabolism	00562	Inositol phosphate metabolism	K00914,K01108,K18081,K18082,K18083,K18086,K21302,K00888,K19801,K13711,K00889,K13712,K01099,K20278,K20279,K00922,K21289,K01110,K03084,K15909,K00923,K01109,K00921,K00920,K05858,K05857,K05860,K01116,K05859,K05861,K19006,K01114,K16619,K01771,K01092,K10047,K18649,K15759,K00999,K01858,K01107,K15422,K19517,K01106,K03103,K00911,K00913,K00915,K10572,K19786,K01083,K01093,K07281,K07291,K00469,K00010,K06606,K16043,K16044,K03335,K03336,K03337,K03338,K03339,K00140,K01803
Metabolism	Energy metabolism	00190	Oxidative phosphorylation	K00329,K00330,K00331,K00332,K00333,K13378,K13380,K00334,K00335,K00336,K00337,K00338,K00339,K00340,K00341,K00342,K15863,K00343,K05572,K05573,K05574,K05575,K05576,K05577,K05578,K05579,K05580,K05581,K05582,K05583,K05584,K05585,K05586,K05587,K05588,K03878,K03879,K03880,K03881,K03882,K03883,K03884,K03934,K03935,K03936,K03937,K03938,K03939,K03940,K03941,K03942,K03943,K03944,K03945,K03946,K03947,K03948,K03949,K03950,K03951,K03952,K03953,K03954,K03955,K03956,K11352,K11353,K03957,K03958,K03959,K03960,K03961,K03962,K03963,K03964,K03965,K03966,K11351,K03967,K03968,K00356,K03885,K00234,K00235,K00236,K00237,K00239,K00240,K00241,K00242,K18859,K18860,K00244,K00245,K00246,K00247,K00411,K00412,K00413,K00410,K00414,K00415,K00416,K00417,K00418,K00419,K00420,K03886,K03887,K03888,K03889,K03890,K03891,K02301,K02257,K02300,K02277,K02276,K02274,K15408,K02275,K02262,K02256,K02261,K02263,K02264,K02265,K02266,K02267,K02268,K02269,K02270,K02271,K02272,K02273,K02258,K02259,K02260,K00404,K00405,K15862,K00407,K00406,K02829,K02828,K02827,K02826,K02299,K02298,K02297,K00425,K00426,K02111,K02112,K02115,K02113,K02114,K02108,K02109,K02110,K02132,K02133,K02136,K02134,K02135,K02137,K02126,K02127,K02128,K02138,K02129,K01549,K02130,K02139,K02140,K02131,K02141,K02142,K02143,K02125,K02117,K02118,K02119,K02120,K02121,K02122,K02107,K02123,K02124,K02145,K02147,K02148,K02149,K02150,K02151,K02152,K02144,K02154,K02155,K03661,K02146,K02153,K03662,K01535,K01541,K01542,K01543,K01544,K01507,K15986,K06019,K15987,K11725,K11726,K00937
Metabolism	Energy metabolism	00195	Photosynthesis	K02703,K02704,K02705,K02706,K02707,K02708,K02709,K02710,K02711,K02712,K02713,K02714,K02716,K02717,K08901,K03541,K03542,K02718,K02719,K02720,K02721,K02722,K02723,K02724,K08902,K08903,K08904,K02689,K02690,K02691,K02692,K02693,K02694,K08905,K02695,K02696,K02697,K02698,K02699,K02700,K02701,K14332,K02702,K02634,K02635,K02636,K02637,K02640,K02642,K02643,K03689,K02638,K02639,K02641,K08906,K02114,K02112,K02115,K02111,K02113,K02109,K02110,K02108
Metabolism	Energy metabolism	00196	Photosynthesis - antenna proteins	K02092,K02093,K02094,K02095,K02096,K02097,K02284,K02285,K02286,K02287,K02288,K02289,K20713,K02290,K02628,K02629,K02630,K02631,K02632,K05376,K05377,K05378,K05379,K05380,K05381,K05382,K05383,K05384,K05385,K05386,K08907,K08908,K08909,K08910,K08911,K08912,K08913,K08914,K08915,K08916,K08917,K14172
Metabolism	Energy metabolism	00710	Carbon fixation in photosynthetic organisms	K01601,K01602,K00927,K00134,K05298,K00150,K01623,K11645,K01624,K03841,K02446,K11532,K01086,K04041,K00615,K01100,K01807,K01808,K00855,K01803,K01621,K01783,K11214,K01595,K14454,K01610,K00814,K14272,K01006,K00029,K00051,K14455,K00025,K00026,K00024,K00028
Metabolism	Energy metabolism	00720	Carbon fixation pathways in prokaryotes	K00169,K00170,K00172,K00171,K03737,K01007,K01006,K01595,K01958,K01959,K01960,K00024,K01676,K01677,K01678,K01679,K00239,K00240,K00241,K00242,K18859,K18860,K00244,K00245,K00246,K00247,K18556,K18557,K18558,K18559,K18560,K18209,K18210,K01902,K01903,K15038,K14465,K14466,K14467,K18861,K18593,K14534,K15016,K00626,K00174,K00175,K00177,K00176,K00031,K01681,K01682,K01648,K15230,K15231,K15232,K15233,K15234,K01962,K02160,K01961,K01963,K01964,K18603,K15036,K18604,K15037,K18605,K14468,K15017,K15039,K18602,K14469,K15018,K18594,K15019,K15020,K08691,K14449,K14470,K09709,K15052,K05606,K01847,K01848,K01849,K14471,K14472,K05299,K15022,K01938,K01491,K00297,K15023,K00198,K00196,K03518,K03519,K03520,K14138,K00197,K00194,K00625,K13788,K15024,K00925,K01895
Metabolism	Energy metabolism	00680	Methane metabolism	K16157,K16158,K16159,K16160,K16161,K16162,K10944,K10945,K10946,K14028,K16254,K16255,K14029,K16256,K16257,K16258,K16259,K16260,K17066,K00093,K00148,K17067,K17068,K03396,K00121,K01070,K00122,K00123,K00124,K00125,K00127,K00126,K05299,K15022,K00192,K00193,K00197,K00194,K00195,K00198,K00196,K03518,K03519,K03520,K00600,K00830,K00018,K11529,K01689,K01595,K00024,K08692,K14067,K08691,K17100,K00863,K01623,K11645,K01624,K01622,K16305,K16306,K03841,K02446,K11532,K01086,K04041,K00850,K16370,K21071,K00918,K08094,K08093,K13812,K13831,K00317,K18277,K15228,K15229,K08685,K00200,K00201,K00202,K00203,K00204,K00205,K11260,K11261,K00672,K01499,K00319,K00440,K00441,K00442,K00443,K10714,K13942,K10713,K00320,K00577,K00578,K00579,K00580,K00581,K00582,K00583,K00584,K00399,K00400,K00401,K00402,K03421,K03422,K03388,K03389,K03390,K08264,K08265,K00925,K00625,K13788,K01895,K00169,K00170,K00172,K00171,K01007,K01834,K15633,K15634,K15635,K00058,K00831,K01079,K02203,K14080,K04480,K14081,K14082,K14083,K14084,K16176,K16177,K16178,K16179,K08097,K05979,K05884,K06034,K13039,K11779,K11780,K11781,K14941,K11212,K12234,K14940,K10977,K16792,K16793,K10978,K18933,K06914,K09733,K19793,K07144,K07072
Metabolism	Energy metabolism	00910	Nitrogen metabolism	K01455,K02575,K15576,K15577,K15578,K15579,K00367,K10534,K00370,K00371,K00374,K00372,K00360,K02567,K02568,K17877,K00362,K00363,K00366,K03385,K15876,K00368,K15864,K04561,K02305,K15877,K00376,K02586,K02591,K02588,K00531,K20932,K20933,K20934,K20935,K10944,K10945,K10946,K05601,K10535,K00459,K19823,K01501,K15371,K00260,K00261,K00262,K01915,K00264,K00265,K00266,K00284,K01948,K01725,K00926,K01672,K18245,K18246,K01673,K01674
Metabolism	Lipid metabolism	00920	Sulfur metabolism	K02048,K02046,K02047,K02045,K15551,K15552,K10831,K03119,K15553,K15554,K15555,K04091,K00299,K13811,K00955,K00956,K00957,K00958,K00860,K01082,K15759,K15422,K06881,K00394,K00395,K05907,K00390,K00387,K05301,K21307,K21308,K21309,K17222,K17223,K17226,K17227,K17224,K17225,K08738,K11180,K11181,K00380,K00381,K16950,K16951,K00385,K00392,K17725,K17229,K17230,K16952,K17219,K17220,K17221,K16936,K16937,K08357,K08358,K08359,K08352,K08353,K08354,K01011,K02439,K00640,K10150,K01738,K12339,K13034,K17069,K00651,K01739,K10764,K17217,K17228,K16968,K16969,K15762,K15765,K07306,K07307,K07308,K16964,K16965,K16966,K16953,K17486,K20034,K20035,K20036,K16967,K21310,K16954,K16955,K17218,K17995,K17996,K17993,K17994
Metabolism	Lipid metabolism	00061	Fatty acid biosynthesis	K11262,K01946,K01962,K02160,K01961,K01963,K11263,K18472,K02078,K00645,K00665,K00668,K00667,K11533,K00648,K18473,K00647,K09458,K00059,K01716,K02372,K16363,K00208,K02371,K10780,K00209,K18474,K10781,K01071,K10782,K03921,K03922,K01897,K15013
Metabolism	Lipid metabolism	00062	Fatty acid elongation	K07508,K07509,K00022,K07515,K07511,K07512,K01074,K10247,K10205,K10248,K10249,K10244,K10203,K10250,K15397,K10245,K10246,K10251,K10703,K18880,K10258,K01068,K17360
Metabolism	Lipid metabolism	00071	Fatty acid degradation	K00626,K00632,K07513,K07508,K07509,K01825,K01782,K00022,K07515,K10527,K01692,K07514,K07511,K07516,K13767,K00232,K00248,K00249,K00255,K06445,K09478,K09479,K00252,K01897,K15013,K08765,K19523,K19524,K08766,K01909,K05939,K13238,K13239,K00496,K17687,K17688,K07425,K00529,K05297,K13951,K13980,K00121,K13952,K04072,K13953,K13954,K18857,K00001,K00128,K14085,K00149,K00493,K14338
Metabolism	Lipid metabolism	00072	Synthesis and degradation of ketone bodies	K01641,K01640,K01027,K01028,K01029,K00626,K00019,K01574
Metabolism	Lipid metabolism	00073	Cutin, suberine and wax biosynthesis	K15398,K15399,K15400,K15401,K17991,K13407,K20769,K15402,K15403,K15404,K15405,K13356,K15406
Metabolism	Lipid metabolism	00100	Steroid biosynthesis	K00801,K00511,K01852,K05917,K00222,K07750,K07748,K09827,K13373,K01824,K09828,K00227,K00213,K01052,K12298,K14674,K00637,K07419,K07438,K21146,K07436,K00559,K09829,K09831,K00223,K01853,K14423,K08246,K08242,K14424,K09832
Metabolism	Lipid metabolism	00120	Primary bile acid biosynthesis	K07440,K07439,K12408,K10223,K07430,K00489,K00488,K07431,K00251,K00037,K08748,K01796,K10214,K12405,K08764,K11992,K00659,K01442
Metabolism	Lipid metabolism	00121	Secondary bile acid biosynthesis	K01442,K15868,K15869,K15870,K15871,K15872,K15873,K15874
